Cluster ID,Concept ID,Term
msk_cod,11789561000119109,Wound of finger of right hand due to nonvenomous insect bite (disorder)
msk_cod,201768005,Rheumatoid arthritis of acromioclavicular joint
msk_cod,710083001,Finding of bone height of edentulous mandible (finding)
msk_cod,15951581000119102,Epidermal nevus of skin of bilateral upper limbs
msk_cod,11784001000119100,Infected wound of left thigh due to nonvenomous insect bite (disorder)
msk_cod,728485002,Entire cervicothoracic interspinous ligament (body structure)
msk_cod,299505006,Increased passive range of midtarsal supination
msk_cod,442925003,Chondrocalcinosis of wrist joint (disorder)
msk_cod,95147007,Neoplasm of uncertain behavior of trapezoid bone
msk_cod,318841000119100,Seropositive rheumatoid arthritis of joint of left ankle
msk_cod,209678001,"Open division, thumb, interphalangeal joint, ulnar collateral ligament"
msk_cod,111609001,Open fracture of facial bones
msk_cod,77609009,Ischiorectal hernia
msk_cod,19051000119100,Nailbed deformity
msk_cod,323811000119100,Right wrist drop
msk_cod,283411000,Cut of axilla
msk_cod,250051002,Slipping clutch gait
msk_cod,208975006,"Open traumatic subluxation, head of fibula"
msk_cod,33591000,Thrombosis of arteries of the extremities
msk_cod,283290000,Wood splinter in dorsum of hand
msk_cod,55821006,Hay-Wells syndrome
msk_cod,125647000,Open wound of axillary region
msk_cod,129167000,Joint of cervical vertebra
msk_cod,299035006,Radial deviation of hand
msk_cod,63053003,Deep third degree burn of knee
msk_cod,209743005,"Open division, rib ligament"
msk_cod,1208348002,MOPD type II - microcephalic osteodysplastic primordial dwarfism type II
msk_cod,92951004,Congenital abnormal shape of tarsal bone
msk_cod,280774003,Entire C5 spinous process
msk_cod,280744006,Entire T5 vertebral pedicle
msk_cod,726204005,Strain of tendon of intrinsic muscle of finger (disorder)
msk_cod,210650003,"Traumatic amputation, above elbow"
msk_cod,22383006,Closed fracture of vault of skull with cerebral laceration AND/OR contusion
msk_cod,1260396009,Dystonia due to inherited disorder
msk_cod,19693008,Trendelenburg's sign
msk_cod,109325009,Garré's osteomyelitis of the temporal bone
msk_cod,109910003,Chronic suppurative mastoiditis
msk_cod,201110004,Ingrowing thumbnail
msk_cod,208828005,Open dislocation of midcarpal joint of wrist
msk_cod,111615001,Open skull fracture with intracranial hemorrhage
msk_cod,275314000,Anal stump pain (finding)
msk_cod,1251421004,Pustular psoriasis of palm and sole caused by drug (disorder)
msk_cod,52011008,Finger injury
msk_cod,212233001,"Open injury, brachial plexus, all roots (complete)"
msk_cod,74682007,Crush injury of toe
msk_cod,876795001,Superficial foreign body of wrist with infection (disorder)
msk_cod,15637871000119106,Lymphedema of right lower limb (disorder)
msk_cod,11304641000119107,Open fracture of orbit
msk_cod,202198008,Pathological dislocation of toe interphalangeal joint
msk_cod,718510004,Open wound of forearm due to dog bite (disorder)
msk_cod,733254002,Traumatic dislocation of carpometacarpal joint
msk_cod,36183005,Structure of superficial dorsal sacrococcygeal ligament
msk_cod,1252735004,Nodule of skin of left thumb (disorder)
msk_cod,1172631001,Autosomal recessive spastic paraplegia type 76 (disorder)
msk_cod,732958004,Spastic paraplegia with precocious puberty syndrome (disorder)
msk_cod,727581007,Entire popliteal nerve (body structure)
msk_cod,77608001,Baller-Gerold syndrome
msk_cod,1255501007,Nonvenomous insect bite of fifth digit of right hand
msk_cod,210713009,Open wound of heel
msk_cod,370550005,Retained endochondral cartilage cores (finding)
msk_cod,229812003,Subungual corn
msk_cod,10632271000119102,Abscess of pulp of left thumb (disorder)
msk_cod,1260335005,Dystonia caused by dopamine receptor antagonist (disorder)
msk_cod,211604005,"Closed crush injury, foot"
msk_cod,703629008,Periosteal desmoid
msk_cod,281522008,Traumatic hemarthrosis of the elbow joint
msk_cod,65958008,Hiccup
msk_cod,8872002,Osteomyelitis of pelvic region
msk_cod,299385007,Knee joint - warm
msk_cod,299217009,Amputated thumb
msk_cod,299454002,Ankle joint temperature observation
msk_cod,21183003,Transverse process of sixth cervical vertebra
msk_cod,202830000,Recurrent atlantoaxial subluxation with myelopathy
msk_cod,3699000,Transverse deficiency of arm
msk_cod,16695501000119102,Closed fracture of left half of occipital bone
msk_cod,209145009,Closed spinal subluxation with complete cervical cord lesion
msk_cod,283538005,Puncture wound of calf
msk_cod,127211005,Anterior tibial lymphadenopathy
msk_cod,719185000,Atrophy of temporalis muscle (disorder)
msk_cod,280802006,Entire L4 vertebral lamina
msk_cod,403861003,Multiple skin tags in groin (disorder)
msk_cod,1075861000119103,Tenosynovitis of left wrist (disorder)
msk_cod,11995321000119104,Contracture of amputation stump of left upper extremity
msk_cod,225655006,Degenerative polyarthritis
msk_cod,299446004,Tenderness of ankle joint (finding)
msk_cod,298609002,Decreased passive range of lumbar spine flexion
msk_cod,313791000119106,Atrophy of muscle of left forearm (disorder)
msk_cod,733258004,Multiple traumatic dislocation of finger
msk_cod,16638401000119101,Neuralgia of nerve of bilateral lower limbs (finding)
msk_cod,213892005,Entire intercondylar spine of tibia
msk_cod,55610004,Alar ligament
msk_cod,897573000,Talipes calcaneovarus of bilateral ankles and feet
msk_cod,126544009,Neoplasm of ethmoid bone (disorder)
msk_cod,83448006,Plantar papillomata of yaws
msk_cod,202388009,Effusion of lesser metatarsophalangeal joint
msk_cod,299230005,Protrusion of hip
msk_cod,181881006,L1/L2 zygapophysial joint
msk_cod,16006031000119103,Thrombophlebitis of vein of right upper limb (disorder)
msk_cod,322901000119100,Acquired trigger finger of left little finger (disorder)
msk_cod,1153376004,Monoarticular chronic gout caused by lead
msk_cod,15973701000119104,Paresthesia of right upper limb
msk_cod,182365007,Ligamentum flavum in cervical region
msk_cod,363133001,Genetic disorder of extremity
msk_cod,366615000,Finding of range of ankle flexion
msk_cod,764942005,"Colobomatous microphthalmia, rhizomelic dysplasia syndrome (disorder)"
msk_cod,210084003,Open injury of diaphragm
msk_cod,27787003,Suppurative periostitis of jaw
msk_cod,97391000119102,Paraplegia with neurogenic bladder (disorder)
msk_cod,209077005,Closed spinal dislocation with complete thoracic cord lesion
msk_cod,298375002,Tenderness of temporomandibular joint
msk_cod,10662511000119101,Ulcer of midfoot (disorder)
msk_cod,445011005,Edema of sole of foot (finding)
msk_cod,366538009,Finding of active range of wrist supination
msk_cod,271160001,Blister of elbow
msk_cod,307178006,Comminuted fracture of patella
msk_cod,1077061000119104,Bone cyst of right hand
msk_cod,280856004,Entire L3 vertebral body
msk_cod,298242008,Stiff subtalar joint
msk_cod,11839051000119107,Strain of muscle of right hand (disorder)
msk_cod,703401001,Insufficient biological width (disorder)
msk_cod,206213006,Fracture of femur due to birth trauma
msk_cod,6055000,Burn of upper limb
msk_cod,108571000119102,Acquired deformity of mandible
msk_cod,3633001,Abscess of hand
msk_cod,55874001,Fracture of neck of metacarpal bone (disorder)
msk_cod,213346004,Fractures involving multiple body regions
msk_cod,269118002,Closed dislocation C3/C4
msk_cod,1370007,Open fracture of metacarpal bone(s)
msk_cod,188877001,Benign neoplasm of thyroid cartilage
msk_cod,85136002,Onychorrhexis
msk_cod,70381003,Open dislocation of distal end of ulna
msk_cod,249639002,Anal sphincter observation
msk_cod,51655004,Congenital anomaly of skull (disorder)
msk_cod,33754009,Congenital coxa valga
msk_cod,43422002,Crush injury of foot
msk_cod,33937009,Arthritis in Lyme disease
msk_cod,16027071000119105,Myokymia of right facial muscle (finding)
msk_cod,263133002,Sprain of lateral ligament of ankle joint
msk_cod,68711000119109,Genitofemoral neuropathy
msk_cod,208844001,Closed traumatic subluxation perilunate (dorsal)
msk_cod,1237134008,Varicose vein of lower leg co-occurrent with varicose ulcer and eczema (disorder)
msk_cod,300993007,Drug-induced orofacial dyskinesia
msk_cod,730899000,Entire C4/C5 intertransverse ligament (body structure)
msk_cod,90834002,Pain in limb
msk_cod,11771851000119104,Traumatic closed posterior dislocation of joint of right elbow
msk_cod,371189003,Bilateral acheiria (disorder)
msk_cod,201043003,Callosity under metatarsal head
msk_cod,93402000,Congenital thickening of humerus
msk_cod,281495004,Acquired valgus deformity of joint of lower limb
msk_cod,315791000119107,Osteonecrosis of carpus caused by drug (disorder)
msk_cod,99701000119102,Acquired metatarsus adductus
msk_cod,890373001,Bilateral central polydactyly of fingers
msk_cod,446196005,Subluxation of sternum (disorder)
msk_cod,10966201000119103,Stab wound of left thigh
msk_cod,15935341000119102,Flexion deformity of joint of left foot
msk_cod,299425008,Increased active range of ankle flexion
msk_cod,761930001,Structure of condyle of left femur
msk_cod,201121008,Turtleback nail
msk_cod,11311761000119102,Pathological fracture of sacral vertebra (disorder)
msk_cod,203231000,Infection of femur
msk_cod,11805611000119109,Closed traumatic dislocation of proximal interphalangeal joint of left little finger (disorder)
msk_cod,55033002,Muscle contracture (disorder)
msk_cod,11768631000119107,Subungual hematoma of middle finger of right hand (disorder)
msk_cod,10930641000119109,Closed fracture of metatarsal bone of left foot (disorder)
msk_cod,1172635005,"SFMMP (split-foot malformation, mesoaxial polydactyly) syndrome"
msk_cod,283514006,Puncture wound of elbow
msk_cod,199421000000101,Open wound of thumb with damage to nail (disorder)
msk_cod,230345006,Postencephalitic myoclonus
msk_cod,366699007,Finding of passive range of thumb adduction
msk_cod,827117008,Autosomal recessive progressive external ophthalmoplegia
msk_cod,92434001,Benign neoplasm of thigh
msk_cod,1079831000119109,Dysplastic naevus of skin of left upper limb
msk_cod,245871002,T3/T4 ligamentum flavum
msk_cod,239838005,Chondrocalcinosis
msk_cod,1079021000119102,Primary angiosarcoma of left hip
msk_cod,1255797003,"Hodgkin disease, nodular sclerosis of lymph nodes of lower limb (disorder)"
msk_cod,283480006,Stab wound of lower limb
msk_cod,86269002,Injury of sciatic nerve
msk_cod,398318005,Fournier's gangrene (disorder)
msk_cod,203160001,Acute osteomyelitis-sacrum
msk_cod,441885003,Injury of extensor tendon of hand (disorder)
msk_cod,763318007,"Bone fragillity, contractures, arterial rupture, deafness syndrome"
msk_cod,110027009,Open pyramidal fracture of maxilla
msk_cod,73583000,Epicondylitis
msk_cod,126639006,Neoplasm of axilla
msk_cod,737258003,Injury of tendon of abdomen (disorder)
msk_cod,68151000119106,Facial palsy House-Brackmann grade 5
msk_cod,16017631000119108,Derangement of anterior horn of lateral meniscus of left knee
msk_cod,132131000119102,Chronic deep venous thrombosis of calf (disorder)
msk_cod,10638991000119105,Neuropathic ulcer of left lower leg
msk_cod,69071001,Radicular syndrome of lower limbs
msk_cod,47471008,Popliteal lymph node structure
msk_cod,204011002,Thoracic spina bifida without hydrocephalus - closed
msk_cod,15742481000119103,Medial epicondyle apophysitis of right elbow due to overuse (disorder)
msk_cod,92268005,Benign neoplasm of paramammary lymph nodes
msk_cod,188963000,Benign neoplasm of long bones of lower limb
msk_cod,332031000119106,Spasm of accommodation of right eye (disorder)
msk_cod,208926005,"Acute meniscal tear, lateral, peripheral detachment"
msk_cod,188051008,Malignant melanoma of buttock
msk_cod,209731009,"Open division, lumbar ligament"
msk_cod,92142006,Benign neoplasm of ilium
msk_cod,721271002,Infection causing chondrolysis of articular cartilage (disorder)
msk_cod,718921002,Somatic dysfunction of hip region (finding)
msk_cod,36978003,Bone structure of C5
msk_cod,366450000,Bragard test finding
msk_cod,704398006,Open transverse fracture of acetabulum
msk_cod,89172001,Spinous process of fourth lumbar vertebra
msk_cod,11775811000119103,Foreign body in skin of right elbow region
msk_cod,12103901000119109,Burn of right lower leg
msk_cod,209586008,Complete tear proximal radiocarpal ligament nonspecific
msk_cod,721721001,Dyskinesia of gallbladder (disorder)
msk_cod,209134006,Closed subluxation cervical spine
msk_cod,210894007,"Open injury, deep plantar artery"
msk_cod,314195000,Dislocation of cervical facet joint
msk_cod,706913006,Varicose veins and oedema of leg
msk_cod,263267003,Posterior tibial compartment syndrome
msk_cod,312795009,Entire T7 dorsal arch
msk_cod,449100005,Sarcoma of bone of pelvis (disorder)
msk_cod,1145238004,Displacement of lumbar intervertebral disc
msk_cod,40799003,Subacromial bursitis
msk_cod,724619002,Congenital radial deviation of finger (disorder)
msk_cod,283442005,Cut of dorsum of foot
msk_cod,209325008,Closed fracture subluxation multiple digits
msk_cod,2111000119106,Congenital glenoid dysplasia (disorder)
msk_cod,721423004,Fracture of ninth thoracic vertebra (disorder)
msk_cod,730916007,Entire L4/L5 intertransverse ligament (body structure)
msk_cod,716249009,Tetraamelia with multiple malformation syndrome (disorder)
msk_cod,308561000119101,Syndactyly of toes of bilateral feet (disorder)
msk_cod,770111009,Thrombophlebitis of dorsal venous arch of foot
msk_cod,1254852008,Squamous cell carcinoma of laryngeal cartilage (disorder)
msk_cod,188132000,Malignant neoplasm of skin of popliteal fossa area
msk_cod,1255990007,Traumatic rupture of ligament of joint of middle finger (disorder)
msk_cod,15729921000119103,Heberden's nodes of the distal interphalangeal joints of the left hand (disorder)
msk_cod,209454001,Sprain short intrinsic ligament nonspecific
msk_cod,1080631000119105,Primary leiomyosarcoma of right shoulder
msk_cod,773672007,"Lethal occipital encephalocele, skeletal dysplasia syndrome (disorder)"
msk_cod,735508008,Superficial partial thickness burn of hand (disorder)
msk_cod,27251009,Lateral articular facet of patella
msk_cod,699458005,Hypertrophy of muscles of mastication (finding)
msk_cod,162746008,Blue toes
msk_cod,276653007,Parvovirus arthritis
msk_cod,298823002,Decreased active range of shoulder medial rotation
msk_cod,202915008,Extensor tenosynovitis of finger
msk_cod,232265009,Traumatic ossicular dislocation
msk_cod,283861003,Crush injury of great toe
msk_cod,280843006,Entire T6 vertebral body
msk_cod,15985791000119101,Dystonia of right hand (disorder)
msk_cod,208294009,"Closed fracture olecranon, extra-articular"
msk_cod,5822000,Athetosis with spastic paraplegia
msk_cod,112991000119105,Osteoarthritis of bilateral hip joints
msk_cod,94008001,Malignant neoplasm of skin of ankle
msk_cod,1172632008,SIX homeobox 2-related frontonasal dysplasia (disorder)
msk_cod,109297005,Acute bursitis
msk_cod,1149094000,Entire intervertebral disc of L5 and L6
msk_cod,726322006,Injury of intrinsic muscle of foot (disorder)
msk_cod,93088007,Congenital fenestration of squamosal bone
msk_cod,11784201000119105,Infected abrasion of skin of right little finger
msk_cod,367835009,Entire intervertebral disc space of fifth thoracic vertebra
msk_cod,68948008,Acquired deformity of rib
msk_cod,263053001,Subluxation of wrist joint
msk_cod,189412003,Neoplasm of uncertain behavior of cricoid cartilage
msk_cod,11987831000119104,Burn erythema of right thigh
msk_cod,11842211000119107,Laceration of tendon of toe of left foot (disorder)
msk_cod,781448007,Strain of foot extensor tendon
msk_cod,32311009,Closed fracture of base of first metacarpal
msk_cod,11834871000119105,Right carpometacarpal joint subluxation
msk_cod,283829002,Animal bite of calf
msk_cod,181848005,S3 vertebra
msk_cod,303001000119101,Osteoarthritis of hip co-occurrent and due to dysplasia (disorder)
msk_cod,248248008,Sweaty hands
msk_cod,4016003,Empyema of mastoid (disorder)
msk_cod,10666031000119100,Ischaemic ulcer of lower leg due to atherosclerotic disease
msk_cod,723872006,Acute occlusion of artery of lower limb due to thrombosis (disorder)
msk_cod,421060004,Structure of vertebral column (body structure)
msk_cod,40908007,Intervertebral disc structure of first thoracic vertebra
msk_cod,733239008,Multiple superficial injuries of wrist
msk_cod,1162325008,Osteonecrosis of hand due to hemoglobinopathy
msk_cod,1255252008,Resorption of alveolar process due to dental trauma
msk_cod,47369007,Structure of capsule of zygapophyseal joint
msk_cod,202581004,Synovial osteochondromatosis of metacarpophalangeal joint
msk_cod,209279001,Open fracture dislocation lunate (volar)
msk_cod,87065009,Dystrophia unguium
msk_cod,94589001,Secondary malignant neoplasm of soft tissues of lower limb
msk_cod,93786001,Malignant neoplasm of ethmoid bone
msk_cod,312806005,Entire C7 dorsal arch
msk_cod,46132008,Blister of hip with infection
msk_cod,792852000,Ischemic midfoot ulcer due to atherosclerosis of artery of lower limb
msk_cod,720418008,Acrocraniofacial dysostosis (disorder)
msk_cod,859681000000101,Pansynostosis (disorder)
msk_cod,239816008,Synovitis of elbow
msk_cod,23415000,Sprain of jaw
msk_cod,1079611000119100,Primary chondrosarcoma of bone of right foot (disorder)
msk_cod,57406009,Distal median nerve compression
msk_cod,445332006,Displacement of cervical intervertebral disc (disorder)
msk_cod,702432006,"Diaphragmatic hernia, abnormal face and distal limb anomalies (disorder)"
msk_cod,281546001,Rupture of tendon of trunk
msk_cod,93036000,Congenital fenestration of basisphenoid bone
msk_cod,249642008,Damaged anal sphincter
msk_cod,443503005,Periumbilical pain (finding)
msk_cod,15960381000119109,Angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft (disorder)
msk_cod,773773006,Acrodysplasia scoliosis (disorder)
msk_cod,774121006,Acquired deformity of right hand (disorder)
msk_cod,870272002,Mycobacterial reactive arthropathy
msk_cod,210536003,"Open wound of wrist, dorsal"
msk_cod,10684591000119101,Nodule of subcutaneous tissue of right lower leg (finding)
msk_cod,367863006,Entire annulus fibrosus of intervertebral disc of fifth thoracic vertebra
msk_cod,283777006,Dog bite of toe
msk_cod,65144005,Congenital spinal meningocele
msk_cod,79254009,Flail elbow
msk_cod,61900003,Longitudinal deficiency of radius
msk_cod,366511002,Finding of passive range of elbow extension
msk_cod,195304004,Gangrene of finger
msk_cod,11315201000119108,Pathological fracture of mandible (disorder)
msk_cod,272014002,Complaining of foot symptom (finding)
msk_cod,211904008,Superficial partial thickness burn of palm of hand
msk_cod,93636004,Malignant melanoma of skin of hand
msk_cod,283215006,Fishing hook in hip
msk_cod,445505000,Contracture of joint of spine (disorder)
msk_cod,109526006,Congenital alveolar hypoplasia of mandible
msk_cod,710021001,Maxilla residual ridge morphology with minimal resistance to palatal vault
msk_cod,249682001,Angulation of clavicle
msk_cod,11818291000119108,Sprain of ligament of metacarpophalangeal joint of right thumb
msk_cod,26442006,Closed fracture shaft of femur
msk_cod,205187004,Transverse arrest phalangeal level 1st ray
msk_cod,10658111000119104,Neuropathic ulcer of right heel
msk_cod,725411000,Familial Scheuermann disease (disorder)
msk_cod,93298007,Congenital hypoplasia of tibia
msk_cod,733606001,Summitt syndrome
msk_cod,16670311000119106,Closed fracture of ramus of right mandible (disorder)
msk_cod,449775008,Solitary exostosis (disorder)
msk_cod,212265003,"Open injury, ulnar nerve"
msk_cod,201847001,Secondary localized osteoarthrosis
msk_cod,249974003,Flexor withdrawal pattern
msk_cod,298711000119103,Osteonecrosis of tibia due to trauma (disorder)
msk_cod,15723401000119103,Ganglion cyst of both shoulders
msk_cod,75049004,Jeune thoracic dysplasia
msk_cod,361000119103,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident
msk_cod,201643004,"Chondrocalcinosis due to pyrophosphate crystals, of the pelvic region and thigh"
msk_cod,210865000,"Closed injury, common femoral artery"
msk_cod,209174000,Closed spinal subluxation with anterior thoracic cord lesion
msk_cod,287046004,Pain in right upper limb
msk_cod,249546002,Observation of movement of abdomen
msk_cod,94180008,Secondary malignant neoplasm of axilla
msk_cod,57565008,Deep third degree burn of foot (disorder)
msk_cod,269075008,Open fracture of fifth cervical vertebra
msk_cod,245901002,T6/T7 intertransverse ligament
msk_cod,81966000,Open fracture of radius AND ulna
msk_cod,188003000,Malignant neoplasm of connective and soft tissue of lower leg
msk_cod,1073341000119108,Arthritis of right ankle caused by bacteria (disorder)
msk_cod,249754002,Change in glove size
msk_cod,66356008,Carbuncle of shoulder
msk_cod,202918005,Tibialis anterior tenosynovitis
msk_cod,391074001,Lumbar DXA scan result normal (finding)
msk_cod,205460009,Accessory rib
msk_cod,93284004,Congenital hypoplasia of premaxilla
msk_cod,418764009,Fracture of bone of head (disorder)
msk_cod,763646004,Artificial wrist joint present
msk_cod,247353003,Site of abdominal pain
msk_cod,209580002,"Complete tear, elbow joint, lateral collateral ligament"
msk_cod,248909001,Spasm of pelvic muscles around vagina
msk_cod,118954006,Cartilage finding
msk_cod,79562002,Intraarticular ligament of knee joint
msk_cod,283164008,Metal foreign body in thumb
msk_cod,56940005,Palmar erythema (disorder)
msk_cod,1217631009,Complicated fracture of orbit (disorder)
msk_cod,1251471001,Metastatic osteosarcoma to bone of clavicle (disorder)
msk_cod,318931000119100,Seropositive rheumatoid arthritis of right hand
msk_cod,205130008,Central polydactyly of fingers
msk_cod,202615006,Clicking first metatarsophalangeal joint
msk_cod,247439004,Nicotine staining of finger
msk_cod,316691000119108,Bone spur of right shoulder
msk_cod,298553003,Normal active range of thoracic spine right rotation
msk_cod,12203591000119109,Partial thickness burn of left forearm
msk_cod,789049006,Spinal epiphysiopathy (disorder)
msk_cod,724958009,Strain of flexor tendon of finger at forearm level (disorder)
msk_cod,315951000119104,Osteonecrosis of pelvis caused by drug (disorder)
msk_cod,310271000119108,Right elbow gouty arthritis
msk_cod,416967001,Anterior sacral nutation (finding)
msk_cod,773626008,"Joint contracture, webbed neck, micrognathia, hypoplastic nipple syndrome (disorder)"
msk_cod,209180008,Closed spinal subluxation with central lumbar cord lesion
msk_cod,713482002,Osteoarthritis of facet joint of thoracic spine (disorder)
msk_cod,263024002,Dislocation of radiocarpal joint
msk_cod,772803009,Bone structure of C1-C4
msk_cod,1080741000119106,Primary liposarcoma of soft tissue of right lower limb (disorder)
msk_cod,245918003,Inter-regional part of anterior longitudinal ligament
msk_cod,11832791000119108,Sprain of interphalangeal joint of right lesser toe
msk_cod,1080641000119101,Lipoma of left upper limb (disorder)
msk_cod,11828461000119107,Laceration of left quadriceps tendon
msk_cod,94476005,Secondary malignant neoplasm of patella
msk_cod,1252743009,Varicose ulcer of ankle
msk_cod,240216005,Prolapsed thoracic intervertebral disc
msk_cod,10667431000119105,Pressure ulcer of left lower leg stage 2
msk_cod,299088000,Increased active range of finger abduction
msk_cod,16012671000119108,Embolism of right popliteal artery
msk_cod,723322003,Somatic dysfunction of scapulothoracic joint (finding)
msk_cod,277950001,Muscle eye brain disease
msk_cod,11310921000119104,Closed fracture of third lumbar vertebra
msk_cod,3533007,Acute palmoplantar pustular psoriasis
msk_cod,786989003,Entire cervical spine joint region
msk_cod,735107009,Elongated right ramus of mandible
msk_cod,735812007,Laceration of hand without foreign body (disorder)
msk_cod,363589331000119100,Closed fracture of superior wall of left orbit (disorder)
msk_cod,699381006,OSD - Ocular skeletal dysplasia
msk_cod,428671008,Arthropathy of lumbar facet joint (disorder)
msk_cod,10626071000119108,Furuncle of finger of left hand (disorder)
msk_cod,366582000,Ortolani test finding
msk_cod,299828002,Triceps reflex delayed
msk_cod,10682991000119104,Mass of subcutaneous tissue of toe of right foot
msk_cod,16009151000119103,Congenital dysplasia of bilateral upper extremities
msk_cod,188001003,Malignant neoplasm of connective and soft tissue of thigh and upper leg
msk_cod,239828000,Apatite-associated destructive arthritis
msk_cod,40494007,Alveolitis of mandible
msk_cod,10970371000119105,Open wound of right lower leg due to dog bite (disorder)
msk_cod,211193007,"Abrasion, clavicular area"
msk_cod,210850001,"Open injury, digital artery"
msk_cod,203095000,Spasm of back muscles
msk_cod,7126001,Secondary localized osteoarthrosis of multiple sites
msk_cod,202229000,Recurrent subluxation of inferior radioulnar joint
msk_cod,21351003,Toe fracture
msk_cod,208442005,"Closed fracture thumb distal phalanx, tuft"
msk_cod,1089201000000100,Greenstick fracture of bone
msk_cod,1187303004,"Progressive spondyloepimetaphyseal dysplasia, short stature, short fourth metatarsals, intellectual disability syndrome"
msk_cod,53226007,Talipes planus
msk_cod,32348000,Open wound of finger with complication
msk_cod,189246000,Carcinoma in situ of sphincter of Oddi
msk_cod,1254822000,Instability of prosthesis of glenohumeral joint (disorder)
msk_cod,896151000000102,Variable upper body strength (finding)
msk_cod,94205006,Secondary malignant neoplasm of blood vessel of shoulder
msk_cod,1169362009,Overgrowth syndrome with 2q37 translocation
msk_cod,313254003,Varicose vein of leg with phlebitis
msk_cod,5075002,Acute lymphangitis of shoulder (disorder)
msk_cod,298769008,Bony swelling of the shoulder
msk_cod,16011111000119102,Aseptic necrosis of left talus (disorder)
msk_cod,255020006,Leiomyoma of ciliary body
msk_cod,1179661008,Entire intervertebral symphysis between C3 and C4 (body structure)
msk_cod,102286006,Arch of sacral vertebra
msk_cod,164310001,Entire articular process of fourth cervical vertebra
msk_cod,1074411000119103,Osteoarthritis of bilateral sternoclavicular joints
msk_cod,11768781000119103,Subungual hematoma of ring finger of left hand (disorder)
msk_cod,12106081000119109,Burn of left wrist (disorder)
msk_cod,1162826002,Split spinal cord malformation type 1
msk_cod,109345001,Sequestrum of nasal-orbit complex
msk_cod,712752004,Myalgia of pelvic floor (finding)
msk_cod,15638891000119106,Aseptic necrosis of bilateral hips (disorder)
msk_cod,472979002,Broad based intervertebral disc protrusion (disorder)
msk_cod,44285009,Structure of nucleus pulposus of intervertebral disc of seventh thoracic vertebra
msk_cod,719190002,Atrophy of gastrocnemius muscle (disorder)
msk_cod,239145008,Diffuse smooth muscle hamartoma
msk_cod,712482006,Bursitis of lower limb (disorder)
msk_cod,905321000000107,Chronic pyrophosphate crystal arthropathy
msk_cod,306688003,Entire articular process of fourth lumbar vertebra
msk_cod,715429006,Congenital muscular dystrophy with infantile cataract and hypogonadism syndrome (disorder)
msk_cod,905341000000100,Chikungunya arthritis
msk_cod,15672241000119102,Macrodactyly of finger of left hand (disorder)
msk_cod,298571005,Decreased passive range of dorsal spine left rotation
msk_cod,298564000,Normal active range of thoracic spine left rotation
msk_cod,16207081000119105,Pain of amputation stump of bilateral lower extremities
msk_cod,297987003,Normal nail growth
msk_cod,718374004,Temporomandibular joint normal (finding)
msk_cod,1255811009,"Hodgkin disease, mixed cellularity of lymph nodes of upper limb (disorder)"
msk_cod,298189003,Elbow joint hypermobility
msk_cod,211599004,"Open crush injury, knee"
msk_cod,11995791000119103,Edema of amputation stump of right lower limb
msk_cod,130941000119107,Primary chordoma of bone of skull (disorder)
msk_cod,3572006,Vertebral body
msk_cod,299556002,Subtalar joint crepitus palpable
msk_cod,733281002,Central traumatic dislocation of hip (disorder)
msk_cod,126539002,Neoplasm of frontal bone (disorder)
msk_cod,410731008,Joint structure of first cervical vertebra (body structure)
msk_cod,249740005,Proximal shortening of arm
msk_cod,796871000000102,Left ankle reflex absent (finding)
msk_cod,16667391000119107,Closed fracture of left maxilla
msk_cod,13570003,Tuberculous tenosynovitis
msk_cod,53924004,Blister of axilla without infection (finding)
msk_cod,203087004,"Palmar space infection, thenar"
msk_cod,698785006,Multiple open wounds of shoulder with complication (disorder)
msk_cod,84461004,Exencephaly
msk_cod,212319003,Closed injury superficial peroneal nerve
msk_cod,306971000119104,Effusion of right knee joint (disorder)
msk_cod,209488007,"Volar plate injury, finger, metacarpophalangeal joint"
msk_cod,723849009,Primary osteosarcoma of articular cartilage of jaw (disorder)
msk_cod,208919005,"Acute meniscal tear, medial, peripheral detachment"
msk_cod,238409008,Infection of toe web
msk_cod,282776008,Injury of toe
msk_cod,719947004,Temtamy syndrome
msk_cod,351041000119109,Primary malignant neoplasm of left upper limb
msk_cod,208183001,"Closed fracture pelvis, anterior inferior iliac spine"
msk_cod,249752003,Large hand
msk_cod,10692461000119101,Mass of skin of left thumb
msk_cod,87559001,Third degree burn of elbow
msk_cod,403789008,Nail dystrophy due to benign familial pemphigus (disorder)
msk_cod,361832004,Entire atlantoaxial joint
msk_cod,15675601000119107,Calcific tendinitis of bilateral hands
msk_cod,74773005,Sesamoiditis
msk_cod,764686003,"Spastic paraplegia, retinal degeneration syndrome"
msk_cod,16669591000119108,Closed fracture of right orbit
msk_cod,26990006,Anulus fibrosus of intervertebral disc of third lumbar vertebra
msk_cod,249801008,Correction of low arch on tiptoe
msk_cod,205353002,Congenital malformation of multiple toes
msk_cod,203289006,Poliomyelitis osteopathy of the hand
msk_cod,724798003,Injury of median nerve in hand (disorder)
msk_cod,89597008,"Glycogen storage disease, type VII"
msk_cod,275355002,Arm length inequality (disorder)
msk_cod,92379003,Benign neoplasm of skin of toe
msk_cod,724907007,Injury of tendon at shoulder level (disorder)
msk_cod,211384000,Multiple superficial injuries of lower leg
