2025-02-19 21:21:43 - Database connections opened successfully.
2025-02-19 21:21:43 - Loading transitive closure table into memory...
2025-02-19 21:22:07 - Loaded transitive closure table with 1108452 keys.
2025-02-19 21:22:07 - Loading history table into memory...
2025-02-19 21:22:08 - Loaded history table with 307273 keys.
2025-02-19 21:22:08 - Reading input CSV file 'Cerner_UK_Clinical_Standard-12-02-2025.csv'.
2025-02-19 21:22:09 - Found 1233 unique cluster IDs to process.
2025-02-19 21:22:09 - Cluster 'ACE_INHIBITOR_ADVERSE_REACTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NICOTINE_ELECTRONIC_CIGARETTE_USER_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NO_CARDIOVASCULAR_SYMPTOM_CLIN': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:14 - Cluster 'NO_CONSENT_PNEUMOCOCCAL_IMMUNISATION_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'NO_CONSTIPATION_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'NO_ENVIRONMENTAL_SMOKE_EXPOSURE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NO_FAMILY_HISTORY_OF_HYPERTENSION_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'NO_FAMILY_HISTORY_OF_ISCHEMIC_HEART_DISEASE_CLIN': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:14 - Cluster 'NO_FAMILY_HISTORY_OF_STROKE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'NO_FLUID_INTAKE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'NO_HISTORY_TOBACCO_SMOKING_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NO_IMPAIRED_SWALLOWING_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'NO_LIGHT_PERCEPTION_BOTH_EYES_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NO_RESPIRATORY_SYMPTOMS_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'NO_RISK_TO_HEALTH_ALCOHOL_USE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NONINVASIVE_VENTILATION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NORMAL_FLUID_INTAKE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'NO_FRAILTY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NOT_SEXUALLY_ACTIVE_CLIN': original count = 3, added = 2, new total = 5 codes.
2025-02-19 21:22:14 - Cluster 'NEMO_DEFICIENCY_SYNDROME_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'NUTRITION_ASSESSMENT_COMPLETED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'ON_LEARNING_DISABILITIES_REGISTER_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'ON_MAX_TOLERATED_ANGIOTENSIN_CONVERTING_ENZYME_INHIBITOR_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'ON_MAX_TOLERATED_ANGIOTENSIN_RECEPTOR_ANTAGONIST_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'ON_MAX_TOLERATED_BETA_BLOCKER_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'OTHER_HYPERGLYCAEMIC_CONDITIONS_CLIN': original count = 2, added = 21, new total = 23 codes.
2025-02-19 21:22:14 - Cluster 'OXYGEN_SATURATION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PCSK9_INHIBITOR_ADVERSE_REACTION_CLIN': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:14 - Cluster 'PCSK9_INHIBITOR_ALLERGY_CLIN': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:14 - Cluster 'PCSK9_INHIBITOR_CONTRAINDICATED_CLIN': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:14 - Cluster 'PALLIATIVE_CARE_ASSESSMENT_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PALLIATIVE_CARE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PALLIATIVE_CARE_PLAN_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PALPITATIONS_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PATIENT_ACTIVATION_MEASURE_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PATIENT_ACTIVATION_MEASURE_OFFERED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PATIENT_CONTACT_DETAILS_CORRECT_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PATIENT_CONTACT_DETAILS_VERIFIED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PATIENT_HAS_AN_INFORMAL_CARER_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PATIENT_HAS_AN_END_OF_LIFE_KEY_WORKER_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PATIENT_IMMUNOCOMPROMISED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PATIENT_NOT_ON_MEDICATION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PATIENT_TAKING_MAXIMAL_TOLERATED_ANTIHYPERTENSIVE_THERAPY_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PATIENT_ON_GOLD_STANDARDS_PALLIATIVE_CARE_FRAMEWORK_CLIN': original count = 2, added = 9, new total = 11 codes.
2025-02-19 21:22:14 - Cluster 'PERIPHERAL_ARTERY_DISEASE_CLIN': original count = 1, added = 6, new total = 7 codes.
2025-02-19 21:22:14 - Cluster 'PERSISTENT_COUGH_CLIN': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:14 - Cluster 'PERSONAL_GOALS_DISCUSSED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PHYSICAL_ACTIVITY_ASSESSMENT_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PHYSICAL_ACTIVITY_INTERVENTION_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PHYSICAL_ACTIVITY_INTERVENTION_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PHYSICAL_ACTIVITY_LEVEL_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PHYSICAL_ACTIVITY_SIGNPOSTED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PLATELET_COUNT_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PNEUMOCOCCAL_VACCINATION_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PNEUMO_VACCINE_ALLERGY_OR_INTOLERANCE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PNEUMOCOCCAL_VACCINE_CONTRAINDICATED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PNEUVACOHP1_COD_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PNEUMOCONIOSIS_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'POLYURIA_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'POLYVASCULAR_DISEASE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'POST_BRONCHODILATOR_SPIROMETRY_FINDING_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'POSTMENOPAUSAL_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PRASUGREL_ADVERSE_REACTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PRASUGREL_ALLERGY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PRASUGREL_CONTRAINDICATED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PREDIABETES_CLIN': original count = 2, added = 19, new total = 21 codes.
2025-02-19 21:22:14 - Cluster 'PREGNANCY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PRESCRIBED_MEDICATION_NONADHERENCE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PRESCRIPTION_PAYMENT_EXEMPTION_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PROBLEM_CLIN': original count = 1, added = 160, new total = 161 codes.
2025-02-19 21:22:14 - Cluster 'PRODUCTIVE_COUGH_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PROLACTIN_LEVEL_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PROTEINURIA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PULMONARY_ATRESIA_CLIN': original count = 2, added = 9, new total = 11 codes.
2025-02-19 21:22:14 - Cluster 'PULMONARY_FUNCTION_TEST_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'PULMONARY_REHABILITATION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PULMONARY_REHABILITATION_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'PULMONARY_STENOSIS_CLIN': original count = 2, added = 9, new total = 11 codes.
2025-02-19 21:22:14 - Cluster 'PULSE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'REASON_FOR_NO_ANTI_CANCER_TREATMENT_CLIN': original count = 1, added = 7, new total = 8 codes.
2025-02-19 21:22:14 - Cluster 'RECURRENT_DEPRESSION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'REDUCED_EXERCISE_TOLERANCE_CLIN': original count = 3, added = 3, new total = 6 codes.
2025-02-19 21:22:14 - Cluster 'REDUCED_FLUID_INTAKE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'REFERRAL_TO_RHEUMATOLOGIST_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'REFER_TO_DIETITIAN_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'REFERRAL_TO_EXERCISE_PROGRAM_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'REFERRAL_TO_EXERCISE_PROGRAM_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'REFERRAL_TO_HEART_FAILURE_EDUCATION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'REFERRAL_TO_HEART_FAILURE_EDUCATION_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'REFERRAL_TO_PALLIATIVE_CARE_SPECIALIST_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'REFERRAL_TO_SMOKING_CESSATION_SERVICE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'REFERRAL_TO_SMOKING_CESSATION_SERVICE_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'REFERRAL_TO_WEIGHT_MANAGEMENT_SERVICE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'REFRACTORY_HEART_FAILURE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'REFUSED_REFERRAL_TO_CARDIOLOGIST_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'RENAL_DIALYSIS_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'RENAL_TRANSPLANT_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'RESUSCITATION_STATUS_CLIN': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'RETINAL_EYE_EXAM_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'RETINOPATHY_CLIN': original count = 2, added = 21, new total = 23 codes.
2025-02-19 21:22:14 - Cluster 'RHABDOMYOLYSIS_CLIN': original count = 3, added = 0, new total = 3 codes.
2025-02-19 21:22:14 - Cluster 'RHEUMATOLOGY_VISIT_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'ROCKWOOD_FRAILTY_LEVEL_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'RCP_ASTHMA_ASSESSMENT_DAY_SYMPTOMS_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'RCP_ASTHMA_ASSESSMENT_EXERCISE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'RCP_ASTHMA_ASSESSMENT_SLEEP_CLIN': original count = 1, added = 3, new total = 4 codes.
2025-02-19 21:22:14 - Cluster 'SARS_COV2_COVID19_VACCINE_ALLERGY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'STI_SCREENING_NOT_APPROPRIATE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'STI_SCREENING_NOT_INDICATED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SEEN_BY_AUDIOLOGIST_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'SEEN_BY_OPTOMETRIST_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'SEEN_IN_COMMUNITY_RESPIRATORY_SERVICE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SEEN_IN_RESPIRATORY_FACILITY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SEEN_BY_ASTHMA_SPECIALIST_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'SEEN_BY_DIETITIAN_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'SEEN_BY_RESPIRATORY_SPECIALIST_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'SEEN_BY_SMOKING_CESSATION_ADVISOR_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'SERUM_CREATININE_CLIN': original count = 3, added = 27, new total = 30 codes.
2025-02-19 21:22:14 - Cluster 'SEVERE_CHRONIC_OBSTRUCTIVE_PULMONARY_DISEASE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SEVERE_COGNITIVE_IMPAIRMENT_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SEVERE_FRAILTY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SEVERE_MENTAL_ILLNESS_QOF_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SEVERE_OR_BRITTLE_ASTHMA_CLIN': original count = 2, added = 17, new total = 19 codes.
2025-02-19 21:22:14 - Cluster 'SEX_WORKER_CLIN': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:14 - Cluster 'SEXUAL_ASSAULT_VICTIM_CLIN': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:14 - Cluster 'SEXUAL_HEALTH_DISCUSSION_CLIN': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:14 - Cluster 'SEXUALLY_ACTIVE_CLIN': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:14 - Cluster 'STI_OTHER_CLIN': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:14 - Cluster 'SHORT_OF_BREATH_CLIN': original count = 5, added = 13721, new total = 13726 codes.
2025-02-19 21:22:14 - Cluster 'DYSPNEA_FROM_MINIMAL_EXERTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'DYSPNEA_AT_REST_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SICKLE_CELL_ANEMIA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SMOKING_CESSATION_INTERVENTION_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SOCIAL_ISOLATION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SOCIAL_PRESCRIBING_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:14 - Cluster 'SPEECH_AND_LANGUAGE_ASSESSMENT_CLIN': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:14 - Cluster 'SPIROMETRY_FEV1_FVC_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'SPIROMETRY_CONTRAINDICATED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:14 - Cluster 'STATIN_ALLERGY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'STATIN_CONTRAINDICATED_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'STATIN_THERAPY_ADVERSE_REACTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'STILLBIRTH_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'SUBARACHNOID_HEMORRHAGE_CLIN': original count = 8, added = 179, new total = 187 codes.
2025-02-19 21:22:15 - Cluster 'SUBSTANCE_ABUSE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'SYMPTOMATIC_HEART_FAILURE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'SYNCOPE_CLIN': original count = 2, added = 3, new total = 5 codes.
2025-02-19 21:22:15 - Cluster 'SYPHILIS_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'T3_TOTAL_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'T4_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'TACHYCARDIA_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'TERMINATION_OF_PREGNANCY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TETRALOGY_OF_FALLOT_CLIN': original count = 2, added = 9, new total = 11 codes.
2025-02-19 21:22:15 - Cluster 'THYROID_FUNCTION_TEST_CLIN': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:15 - Cluster 'TSH_CLIN': original count = 2, added = 1, new total = 3 codes.
2025-02-19 21:22:15 - Cluster 'TICAGRELOR_ADVERSE_REACTION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TICAGRELOR_ALLERGY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TICAGRELOR_CONTRAINDICATED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TOBACCO_NON_SMOKER_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TOBACCO_NON_SMOKER_PERSONAL_REASON_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TOBACCO_NON_SMOKER_RELIGIOUS_REASON_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TOBACCO_NON_USER_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TOBACCO_SMOKER_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TOBACCO_USER_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TOTAL_ANOMALOUS_PULMONARY_VENOUS_CONNECTION_CLIN': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:15 - Cluster 'TOTAL_COLECTOMY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TRANSGENDER_CLIN': original count = 5, added = 4, new total = 9 codes.
2025-02-19 21:22:15 - Cluster 'TRANSIENT_ISCHEMIC_ATTACK_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'TRANSPOSITION_OF_THE_GREAT_ARTERIES_CLIN': original count = 2, added = 8, new total = 10 codes.
2025-02-19 21:22:15 - Cluster 'TRICHOMONIASIS_CLIN': original count = 1, added = 17, new total = 18 codes.
2025-02-19 21:22:15 - Cluster 'TRICUSPID_ATRESIA_CLIN': original count = 2, added = 2, new total = 4 codes.
2025-02-19 21:22:15 - Cluster 'TRUNCUS_ARTERIOSUS_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'UNABLE_TO_PERFORM_SPIROMETRY_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'UNEMPLOYED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'UNHEALTHY_ALCOHOL_USE_CLIN': original count = 2, added = 2, new total = 4 codes.
2025-02-19 21:22:15 - Cluster 'UNSUCCESSFUL_CARDIOVERSION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'ADVANCE_CARE_PLAN_UNSUITABLE_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'UNSUITABLE_FOR_PULMONARY_REHABILITATION_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'URINARY_CONTINENCE_ASSESSMENT_CLIN': original count = 1, added = 2, new total = 3 codes.
2025-02-19 21:22:15 - Cluster 'URINARY_TRACT_INFECTION_CLIN': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'VAGINAL_DELIVERY_CLIN': original count = 1, added = 4, new total = 5 codes.
2025-02-19 21:22:15 - Cluster 'VARICELLA_ZOSTER_VACCINATION_CONTRAINDICATED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'VARICELLA_VACCINE_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'VARICELLA_VACCINE_RECEIVED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'VASCULAR_DEMENTIA_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'VISION_SCREENING_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'WAIST_MEASUREMENT_DECLINED_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'WARFARIN_THERAPY_CLIN
WARFARIN_THERAPY_SITUATION': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'WEIGHT_CHANGE_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'DECLINED_WEIGHT_MANAGEMENT_CLIN': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'WHEEZING_CLIN': original count = 1, added = 95, new total = 96 codes.
2025-02-19 21:22:15 - Cluster 'WBC_CLIN': original count = 1, added = 7, new total = 8 codes.
2025-02-19 21:22:15 - Cluster 'A_AND_E_ATTENDANCE_ENC': original count = 1, added = 5, new total = 6 codes.
2025-02-19 21:22:15 - Cluster 'ALCOHOL_TREATMENT_SERVICE_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'AMBULATORY_SURGERY_ENC': original count = 1, added = 1, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'CARDIOLOGY_VISIT_ENC': original count = 3, added = 1421, new total = 1424 codes.
2025-02-19 21:22:15 - Cluster 'COMMUNITY_CARE_CONTACT_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'DIABETIC_FOOT_CLINIC_ENC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'DIETICIAN_ENC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'EATING_DISORDER_CLINIC_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'GP_EPISODE_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'HOME_VISIT_ENC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'HOSPICE_CARE_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'HOSPITAL_ADMISSION_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'INTENSIVE_CARE_UNIT_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'OOH_GP_EPISODE_ENC': original count = 1, added = 0, new total = 1 codes.
2025-02-19 21:22:15 - Cluster 'OUTPATIENT_VISIT_ENC': original count = 3, added = 1421, new total = 1424 codes.
2025-02-19 21:22:15 - Cluster 'PALLIATIVE_CARE_ENC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'RHEUMATOLOGY_VISIT_ENC': original count = 2, added = 0, new total = 2 codes.
2025-02-19 21:22:15 - Cluster 'SECONDARY_CARE_EPISODE_ENC': original count = 1, added = 151, new total = 152 codes.
